first_author,study_ID,effect_size_ID,year_published,citation,journal,level,phyllum,class,order,family,common_name,scientific_name,scientific_name_OTL,strain,developmental_stage,includes_body_size,body_size,size_unit,pop_source,temp,exposure_method,vehicle,bisphenol,bisphenol_conc,bispheno_unit_paper,bispenol_unit_standardized,Bispheno_corrected_ug,time,time_days,lag,sex,tissue_type,cell_type,cell_gen,molecule_type,molecule,abbreviation,type,role,response,response_unit,mean_control,sd_control,se_control,n_control,mean_treat,sd_treat,se_treat,n_treat,tool,mean_c_1,mean_t_1,pooled_sd,hedges_calc,hedges_abs,lnRR,lnRR_variance
Ullah,46,653,2019,"Ullah, A., M. Pirzada, S. Jahan, H. Ullah, S. Razak, N. Rauf, M. J. Khan, and S. Z. Mahboob. ""Prenatal BPA and its analogs BPB, BPF, and BPS exposure and reproductive axis function in the male offspring of Sprague Dawley rats."" Human & experimental toxicology 38, no. 12 (2019): 1344-1365.",Human and experimental toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Embryonic,N,NA,NA,Lab,22,Oral,Ethanol,BPS,5,ug/L,ug/L,5,22 days,22,80,Male,Blood,NA,NA,Hormone,Testosterone,T,Androgen,Reproductive,Circulating level,ng/mL,4.82,0.113137085,0.04,8,4.39,1.555634919,0.55,8,metadigitize,5.82,5.39,1.102905254,-0.389879365,0.389879365,-0.093444701,0.015765135
Ullah,46,654,2019,"Ullah, A., M. Pirzada, S. Jahan, H. Ullah, S. Razak, N. Rauf, M. J. Khan, and S. Z. Mahboob. ""Prenatal BPA and its analogs BPB, BPF, and BPS exposure and reproductive axis function in the male offspring of Sprague Dawley rats."" Human & experimental toxicology 38, no. 12 (2019): 1344-1365.",Human and experimental toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Embryonic,N,NA,NA,Lab,22,Oral,Ethanol,BPS,25,ug/L,ug/L,25,22 days,22,80,Male,Blood,NA,NA,Hormone,Testosterone,T,Androgen,Reproductive,Circulating level,ng/mL,4.82,0.113137085,0.04,8,3.71,0.791959595,0.28,8,metadigitize,5.82,4.71,0.565685425,-1.962221318,1.962221318,-0.261742051,0.005764847
Ullah,46,655,2019,"Ullah, A., M. Pirzada, S. Jahan, H. Ullah, S. Razak, N. Rauf, M. J. Khan, and S. Z. Mahboob. ""Prenatal BPA and its analogs BPB, BPF, and BPS exposure and reproductive axis function in the male offspring of Sprague Dawley rats."" Human & experimental toxicology 38, no. 12 (2019): 1344-1365.",Human and experimental toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Embryonic,N,NA,NA,Lab,22,Oral,Ethanol,BPS,50,ug/L,ug/L,50,22 days,22,80,Male,Blood,NA,NA,Hormone,Testosterone,T,Androgen,Reproductive,Circulating level,ng/mL,4.82,0.113137085,0.04,8,3.45,1.216223664,0.43,8,metadigitize,5.82,4.45,0.863712915,-1.586175193,1.586175193,-0.334399697,0.015603421
Ullah,46,656,2019,"Ullah, A., M. Pirzada, S. Jahan, H. Ullah, S. Razak, N. Rauf, M. J. Khan, and S. Z. Mahboob. ""Prenatal BPA and its analogs BPB, BPF, and BPS exposure and reproductive axis function in the male offspring of Sprague Dawley rats."" Human & experimental toxicology 38, no. 12 (2019): 1344-1365.",Human and experimental toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Embryonic,N,NA,NA,Lab,22,Oral,Ethanol,BPS,5,ug/L,ug/L,5,22 days,22,80,Male,Blood,NA,NA,Hormone,Estradiol,E2,Estrogen,Reproductive,Circulating level,pg/mL,1.27,0.254558441,0.09,8,1.43,0.084852814,0.03,8,metadigitize,2.27,2.43,0.18973666,0.843274043,0.843274043,0.118657544,0.005462129
Ullah,46,657,2019,"Ullah, A., M. Pirzada, S. Jahan, H. Ullah, S. Razak, N. Rauf, M. J. Khan, and S. Z. Mahboob. ""Prenatal BPA and its analogs BPB, BPF, and BPS exposure and reproductive axis function in the male offspring of Sprague Dawley rats."" Human & experimental toxicology 38, no. 12 (2019): 1344-1365.",Human and experimental toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Embryonic,N,NA,NA,Lab,22,Oral,Ethanol,BPS,25,ug/L,ug/L,25,22 days,22,80,Male,Blood,NA,NA,Hormone,Estradiol,E2,Estrogen,Reproductive,Circulating level,pg/mL,1.27,0.254558441,0.09,8,2.54,1.35764502,0.48,8,metadigitize,2.27,3.54,0.976729236,1.300257997,1.300257997,0.693147181,0.040734081
Ullah,46,658,2019,"Ullah, A., M. Pirzada, S. Jahan, H. Ullah, S. Razak, N. Rauf, M. J. Khan, and S. Z. Mahboob. ""Prenatal BPA and its analogs BPB, BPF, and BPS exposure and reproductive axis function in the male offspring of Sprague Dawley rats."" Human & experimental toxicology 38, no. 12 (2019): 1344-1365.",Human and experimental toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Embryonic,N,NA,NA,Lab,22,Oral,Ethanol,BPS,50,ug/L,ug/L,50,22 days,22,80,Male,Blood,NA,NA,Hormone,Estradiol,E2,Estrogen,Reproductive,Circulating level,pg/mL,1.27,0.254558441,0.09,8,3.79,0.763675324,0.27,8,metadigitize,2.27,4.79,0.569209979,4.427188724,4.427188724,1.093349119,0.010097163
Ullah,46,659,2019,"Ullah, A., M. Pirzada, S. Jahan, H. Ullah, S. Razak, N. Rauf, M. J. Khan, and S. Z. Mahboob. ""Prenatal BPA and its analogs BPB, BPF, and BPS exposure and reproductive axis function in the male offspring of Sprague Dawley rats."" Human & experimental toxicology 38, no. 12 (2019): 1344-1365.",Human and experimental toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Embryonic,N,NA,NA,Lab,22,Oral,Ethanol,BPS,5,ug/L,ug/L,5,22 days,22,80,Male,Blood,NA,NA,Hormone,Luteinizing Hormone,LH,Pituitary,Reproductive,Circulating level,ng/mL,1.67,0.169705627,0.06,8,1.57,0.22627417,0.08,8,metadigitize,2.67,2.57,0.2,-0.5,0.5,-0.061748007,0.003887286
Ullah,46,660,2019,"Ullah, A., M. Pirzada, S. Jahan, H. Ullah, S. Razak, N. Rauf, M. J. Khan, and S. Z. Mahboob. ""Prenatal BPA and its analogs BPB, BPF, and BPS exposure and reproductive axis function in the male offspring of Sprague Dawley rats."" Human & experimental toxicology 38, no. 12 (2019): 1344-1365.",Human and experimental toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Embryonic,N,NA,NA,Lab,22,Oral,Ethanol,BPS,25,ug/L,ug/L,25,22 days,22,80,Male,Blood,NA,NA,Hormone,Luteinizing Hormone,LH,Pituitary,Reproductive,Circulating level,ng/mL,1.67,0.169705627,0.06,8,1.46,0.084852814,0.03,8,metadigitize,2.67,2.46,0.134164079,-1.565247584,1.565247584,-0.134387191,0.00171305
Ullah,46,661,2019,"Ullah, A., M. Pirzada, S. Jahan, H. Ullah, S. Razak, N. Rauf, M. J. Khan, and S. Z. Mahboob. ""Prenatal BPA and its analogs BPB, BPF, and BPS exposure and reproductive axis function in the male offspring of Sprague Dawley rats."" Human & experimental toxicology 38, no. 12 (2019): 1344-1365.",Human and experimental toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Embryonic,N,NA,NA,Lab,22,Oral,Ethanol,BPS,50,ug/L,ug/L,50,22 days,22,80,Male,Blood,NA,NA,Hormone,Luteinizing Hormone,LH,Pituitary,Reproductive,Circulating level,ng/mL,1.67,0.169705627,0.06,8,1.21,0.056568542,0.02,8,metadigitize,2.67,2.21,0.126491106,-3.636619309,3.636619309,-0.322203267,0.001564037
Ullah,46,662,2019,"Ullah, A., M. Pirzada, S. Jahan, H. Ullah, S. Razak, N. Rauf, M. J. Khan, and S. Z. Mahboob. ""Prenatal BPA and its analogs BPB, BPF, and BPS exposure and reproductive axis function in the male offspring of Sprague Dawley rats."" Human & experimental toxicology 38, no. 12 (2019): 1344-1365.",Human and experimental toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Embryonic,N,NA,NA,Lab,22,Oral,Ethanol,BPS,5,ug/L,ug/L,5,22 days,22,80,Male,Blood,NA,NA,Hormone,Follicle Stimulating Hormone,FSH,Pituitary,Reproductive,Circulating level,mIU/mL,1.41,0.537401154,0.19,8,0.9,0.395979797,0.14,8,metadigitize,2.41,1.9,0.472016949,-1.080469676,1.080469676,-0.44895022,0.042355571
Ullah,46,663,2019,"Ullah, A., M. Pirzada, S. Jahan, H. Ullah, S. Razak, N. Rauf, M. J. Khan, and S. Z. Mahboob. ""Prenatal BPA and its analogs BPB, BPF, and BPS exposure and reproductive axis function in the male offspring of Sprague Dawley rats."" Human & experimental toxicology 38, no. 12 (2019): 1344-1365.",Human and experimental toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Embryonic,N,NA,NA,Lab,22,Oral,Ethanol,BPS,25,ug/L,ug/L,25,22 days,22,80,Male,Blood,NA,NA,Hormone,Follicle Stimulating Hormone,FSH,Pituitary,Reproductive,Circulating level,mIU/mL,1.41,0.537401154,0.19,8,0.96,1.13137085,0.4,8,metadigitize,2.41,1.96,0.885663593,-0.508093596,0.508093596,-0.384411699,0.191769151
Ullah,46,664,2019,"Ullah, A., M. Pirzada, S. Jahan, H. Ullah, S. Razak, N. Rauf, M. J. Khan, and S. Z. Mahboob. ""Prenatal BPA and its analogs BPB, BPF, and BPS exposure and reproductive axis function in the male offspring of Sprague Dawley rats."" Human & experimental toxicology 38, no. 12 (2019): 1344-1365.",Human and experimental toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Embryonic,N,NA,NA,Lab,22,Oral,Ethanol,BPS,50,ug/L,ug/L,50,22 days,22,80,Male,Blood,NA,NA,Hormone,Follicle Stimulating Hormone,FSH,Pituitary,Reproductive,Circulating level,mIU/mL,1.41,0.537401154,0.19,8,0.53,0.141421356,0.05,8,metadigitize,2.41,1.53,0.392937654,-2.239541034,2.239541034,-0.978467977,0.027058005
Ullah,47,665,2018,"Ullah, Asad, Madeeha Pirzada, Sarwat Jahan, Hizb Ullah, Naheed Turi, Waheed Ullah, Mariyam Fatima Siddiqui, Muhammad Zakria, Kinza Zafar Lodhi, and Muhammad Munir Khan. ""Impact of low-dose chronic exposure to bisphenol A and its analogue bisphenol B, bisphenol F and bisphenol S on hypothalamo-pituitary-testicular activities in adult rats: A focus on the possible hormonal mode of action."" Food and chemical toxicology 121 (2018): 24-36",Food and chemical toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Adult,Y,,,Lab,23.5,Oral,Ethanol,BPA,5,ug/L,ug/L,5,48 weeks,1152,0,Male,Blood,NA,NA,Hormone,Testosterone,T,Androgen,Reproductive,Circulating level,ng/mL,12.02,2.592836285,0.98,7,11.68,1.137673064,0.43,7,metadigitize,13.02,12.68,2.002136359,-0.169818603,0.169818603,-0.028693952,0.008002618
Ullah,47,666,2018,"Ullah, Asad, Madeeha Pirzada, Sarwat Jahan, Hizb Ullah, Naheed Turi, Waheed Ullah, Mariyam Fatima Siddiqui, Muhammad Zakria, Kinza Zafar Lodhi, and Muhammad Munir Khan. ""Impact of low-dose chronic exposure to bisphenol A and its analogue bisphenol B, bisphenol F and bisphenol S on hypothalamo-pituitary-testicular activities in adult rats: A focus on the possible hormonal mode of action."" Food and chemical toxicology 121 (2018): 24-36",Food and chemical toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Adult,Y,,,Lab,23.5,Oral,Ethanol,BPA,25,ug/L,ug/L,25,48 weeks,1152,0,Male,Blood,NA,NA,Hormone,Testosterone,T,Androgen,Reproductive,Circulating level,ng/mL,12.02,2.592836285,0.98,7,10.61,0.529150262,0.2,7,metadigitize,13.02,11.61,1.871202822,-0.753526012,0.753526012,-0.124774976,0.007002596
Ullah,47,667,2018,"Ullah, Asad, Madeeha Pirzada, Sarwat Jahan, Hizb Ullah, Naheed Turi, Waheed Ullah, Mariyam Fatima Siddiqui, Muhammad Zakria, Kinza Zafar Lodhi, and Muhammad Munir Khan. ""Impact of low-dose chronic exposure to bisphenol A and its analogue bisphenol B, bisphenol F and bisphenol S on hypothalamo-pituitary-testicular activities in adult rats: A focus on the possible hormonal mode of action."" Food and chemical toxicology 121 (2018): 24-36",Food and chemical toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Adult,Y,,,Lab,23.5,Oral,Ethanol,BPA,50,ug/L,ug/L,50,48 weeks,1152,0,Male,Blood,NA,NA,Hormone,Testosterone,T,Androgen,Reproductive,Circulating level,ng/mL,12.02,2.592836285,0.98,7,9.76,0.952470472,0.36,7,metadigitize,13.02,10.76,1.953202498,-1.157074088,1.157074088,-0.208279529,0.00800779
Ullah,47,668,2018,"Ullah, Asad, Madeeha Pirzada, Sarwat Jahan, Hizb Ullah, Naheed Turi, Waheed Ullah, Mariyam Fatima Siddiqui, Muhammad Zakria, Kinza Zafar Lodhi, and Muhammad Munir Khan. ""Impact of low-dose chronic exposure to bisphenol A and its analogue bisphenol B, bisphenol F and bisphenol S on hypothalamo-pituitary-testicular activities in adult rats: A focus on the possible hormonal mode of action."" Food and chemical toxicology 121 (2018): 24-36",Food and chemical toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Adult,Y,,,Lab,23.5,Oral,Ethanol,BPA,5,ug/L,ug/L,5,48 weeks,1152,0,Male,Blood,NA,NA,Hormone,Estradiol,E2,Estrogen,Reproductive,Circulating level,pg/mL,2.81,0.873097933,0.33,7,3.64,0.634980315,0.24,7,metadigitize,3.81,4.64,0.763380639,1.087268864,1.087268864,0.258799198,0.01813892
Ullah,47,669,2018,"Ullah, Asad, Madeeha Pirzada, Sarwat Jahan, Hizb Ullah, Naheed Turi, Waheed Ullah, Mariyam Fatima Siddiqui, Muhammad Zakria, Kinza Zafar Lodhi, and Muhammad Munir Khan. ""Impact of low-dose chronic exposure to bisphenol A and its analogue bisphenol B, bisphenol F and bisphenol S on hypothalamo-pituitary-testicular activities in adult rats: A focus on the possible hormonal mode of action."" Food and chemical toxicology 121 (2018): 24-36",Food and chemical toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Adult,Y,,,Lab,23.5,Oral,Ethanol,BPA,25,ug/L,ug/L,25,48 weeks,1152,0,Male,Blood,NA,NA,Hormone,Estradiol,E2,Estrogen,Reproductive,Circulating level,pg/mL,2.81,0.873097933,0.33,7,3.72,1.058300524,0.4,7,metadigitize,3.81,4.72,0.970128857,0.938019721,0.938019721,0.280539185,0.025353649
Ullah,47,670,2018,"Ullah, Asad, Madeeha Pirzada, Sarwat Jahan, Hizb Ullah, Naheed Turi, Waheed Ullah, Mariyam Fatima Siddiqui, Muhammad Zakria, Kinza Zafar Lodhi, and Muhammad Munir Khan. ""Impact of low-dose chronic exposure to bisphenol A and its analogue bisphenol B, bisphenol F and bisphenol S on hypothalamo-pituitary-testicular activities in adult rats: A focus on the possible hormonal mode of action."" Food and chemical toxicology 121 (2018): 24-36",Food and chemical toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Adult,Y,,,Lab,23.5,Oral,Ethanol,BPA,50,ug/L,ug/L,50,48 weeks,1152,0,Male,Blood,NA,NA,Hormone,Estradiol,E2,Estrogen,Reproductive,Circulating level,pg/mL,2.81,0.873097933,0.33,7,4.2,89.95554458,34,7,metadigitize,3.81,5.2,63.61117158,0.021851508,0.021851508,0.401900042,65.54667144
Ullah,47,671,2018,"Ullah, Asad, Madeeha Pirzada, Sarwat Jahan, Hizb Ullah, Naheed Turi, Waheed Ullah, Mariyam Fatima Siddiqui, Muhammad Zakria, Kinza Zafar Lodhi, and Muhammad Munir Khan. ""Impact of low-dose chronic exposure to bisphenol A and its analogue bisphenol B, bisphenol F and bisphenol S on hypothalamo-pituitary-testicular activities in adult rats: A focus on the possible hormonal mode of action."" Food and chemical toxicology 121 (2018): 24-36",Food and chemical toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Adult,Y,,,Lab,23.5,Oral,Ethanol,BPA,5,ug/L,ug/L,5,48 weeks,1152,0,Male,Blood,NA,NA,Hormone,Luteinizing Hormone,LH,Pituitary,Reproductive,Circulating level,ng/mL,1.79,0.185202592,0.07,7,1.68,0.211660105,0.08,7,metadigitize,2.79,2.68,0.198871818,-0.553120101,0.553120101,-0.063421826,0.003796864
Ullah,47,672,2018,"Ullah, Asad, Madeeha Pirzada, Sarwat Jahan, Hizb Ullah, Naheed Turi, Waheed Ullah, Mariyam Fatima Siddiqui, Muhammad Zakria, Kinza Zafar Lodhi, and Muhammad Munir Khan. ""Impact of low-dose chronic exposure to bisphenol A and its analogue bisphenol B, bisphenol F and bisphenol S on hypothalamo-pituitary-testicular activities in adult rats: A focus on the possible hormonal mode of action."" Food and chemical toxicology 121 (2018): 24-36",Food and chemical toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Adult,Y,,,Lab,23.5,Oral,Ethanol,BPA,25,ug/L,ug/L,25,48 weeks,1152,0,Male,Blood,NA,NA,Hormone,Luteinizing Hormone,LH,Pituitary,Reproductive,Circulating level,ng/mL,1.79,0.185202592,0.07,7,1.55,0.211660105,0.08,7,metadigitize,2.79,2.55,0.198871818,-1.206807492,1.206807492,-0.143960689,0.004193182
Ullah,47,673,2018,"Ullah, Asad, Madeeha Pirzada, Sarwat Jahan, Hizb Ullah, Naheed Turi, Waheed Ullah, Mariyam Fatima Siddiqui, Muhammad Zakria, Kinza Zafar Lodhi, and Muhammad Munir Khan. ""Impact of low-dose chronic exposure to bisphenol A and its analogue bisphenol B, bisphenol F and bisphenol S on hypothalamo-pituitary-testicular activities in adult rats: A focus on the possible hormonal mode of action."" Food and chemical toxicology 121 (2018): 24-36",Food and chemical toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Adult,Y,,,Lab,23.5,Oral,Ethanol,BPA,50,ug/L,ug/L,50,48 weeks,1152,0,Male,Blood,NA,NA,Hormone,Luteinizing Hormone,LH,Pituitary,Reproductive,Circulating level,ng/mL,1.79,0.185202592,0.07,7,1.52,0.079372539,0.03,7,metadigitize,2.79,2.52,0.142478068,-1.895028497,1.895028497,-0.163505285,0.001918834
Ullah,47,674,2018,"Ullah, Asad, Madeeha Pirzada, Sarwat Jahan, Hizb Ullah, Naheed Turi, Waheed Ullah, Mariyam Fatima Siddiqui, Muhammad Zakria, Kinza Zafar Lodhi, and Muhammad Munir Khan. ""Impact of low-dose chronic exposure to bisphenol A and its analogue bisphenol B, bisphenol F and bisphenol S on hypothalamo-pituitary-testicular activities in adult rats: A focus on the possible hormonal mode of action."" Food and chemical toxicology 121 (2018): 24-36",Food and chemical toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Adult,Y,,,Lab,23.5,Oral,Ethanol,BPA,5,ug/L,ug/L,5,48 weeks,1152,0,Male,Blood,NA,NA,Hormone,Follicle Stimulating Hormone,FSH,Pituitary,Reproductive,Circulating level,mIU/mL,0.79,0.185202592,0.07,7,0.75,0.052915026,0.02,7,metadigitize,1.79,1.75,0.136198385,-0.293689239,0.293689239,-0.051959739,0.008562417
Ullah,47,675,2018,"Ullah, Asad, Madeeha Pirzada, Sarwat Jahan, Hizb Ullah, Naheed Turi, Waheed Ullah, Mariyam Fatima Siddiqui, Muhammad Zakria, Kinza Zafar Lodhi, and Muhammad Munir Khan. ""Impact of low-dose chronic exposure to bisphenol A and its analogue bisphenol B, bisphenol F and bisphenol S on hypothalamo-pituitary-testicular activities in adult rats: A focus on the possible hormonal mode of action."" Food and chemical toxicology 121 (2018): 24-36",Food and chemical toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Adult,Y,,,Lab,23.5,Oral,Ethanol,BPA,25,ug/L,ug/L,25,48 weeks,1152,0,Male,Blood,NA,NA,Hormone,Follicle Stimulating Hormone,FSH,Pituitary,Reproductive,Circulating level,mIU/mL,0.79,0.185202592,0.07,7,0.67,0.105830052,0.04,7,metadigitize,1.79,1.67,0.150831031,-0.795592253,0.795592253,-0.164755233,0.011415574
Ullah,47,676,2018,"Ullah, Asad, Madeeha Pirzada, Sarwat Jahan, Hizb Ullah, Naheed Turi, Waheed Ullah, Mariyam Fatima Siddiqui, Muhammad Zakria, Kinza Zafar Lodhi, and Muhammad Munir Khan. ""Impact of low-dose chronic exposure to bisphenol A and its analogue bisphenol B, bisphenol F and bisphenol S on hypothalamo-pituitary-testicular activities in adult rats: A focus on the possible hormonal mode of action."" Food and chemical toxicology 121 (2018): 24-36",Food and chemical toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Adult,Y,,,Lab,23.5,Oral,Ethanol,BPA,50,ug/L,ug/L,50,48 weeks,1152,0,Male,Blood,NA,NA,Hormone,Follicle Stimulating Hormone,FSH,Pituitary,Reproductive,Circulating level,mIU/mL,0.79,0.185202592,0.07,7,0.59,0.132287566,0.05,7,metadigitize,1.79,1.59,0.160934769,-1.242739532,1.242739532,-0.291910409,0.01503315
Ullah,47,677,2018,"Ullah, Asad, Madeeha Pirzada, Sarwat Jahan, Hizb Ullah, Naheed Turi, Waheed Ullah, Mariyam Fatima Siddiqui, Muhammad Zakria, Kinza Zafar Lodhi, and Muhammad Munir Khan. ""Impact of low-dose chronic exposure to bisphenol A and its analogue bisphenol B, bisphenol F and bisphenol S on hypothalamo-pituitary-testicular activities in adult rats: A focus on the possible hormonal mode of action."" Food and chemical toxicology 121 (2018): 24-36",Food and chemical toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Adult,Y,,,Lab,23.5,Oral,Ethanol,BPB,5,ug/L,ug/L,5,48 weeks,1152,0,Male,Blood,NA,NA,Hormone,Testosterone,T,Androgen,Reproductive,Circulating level,ng/mL,12.02,2.592836285,0.98,7,11.05,0.608522802,0.23,7,metadigitize,13.02,12.05,1.883228611,-0.515072888,0.515072888,-0.084141501,0.007080511
Ullah,47,678,2018,"Ullah, Asad, Madeeha Pirzada, Sarwat Jahan, Hizb Ullah, Naheed Turi, Waheed Ullah, Mariyam Fatima Siddiqui, Muhammad Zakria, Kinza Zafar Lodhi, and Muhammad Munir Khan. ""Impact of low-dose chronic exposure to bisphenol A and its analogue bisphenol B, bisphenol F and bisphenol S on hypothalamo-pituitary-testicular activities in adult rats: A focus on the possible hormonal mode of action."" Food and chemical toxicology 121 (2018): 24-36",Food and chemical toxicology,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Adult,Y,,,Lab,23.5,Oral,Ethanol,BPB,25,ug/L,ug/L,25,48 weeks,1152,0,Male,Blood,NA,NA,Hormone,Testosterone,T,Androgen,Reproductive,Circulating level,ng/mL,12.02,2.592836285,0.98,7,10.9,0.555607775,0.21,7,metadigitize,13.02,11.9,1.875033333,-0.597322714,0.597322714,-0.09780914,0.007018449
